Domain,Rank,Category,Language,SLD,SLD Rank,SLD Category,SLD Language,DNS,HTTP,IP,IP Details,,,,
nisd.net,198480,,,nisd.net,198480,,,N,N,Y,165.111.2.1,Y,US,San Antonio,29.504/-98.6682
themeaningofnames.org,198545,,,themeaningofnames.org,198545,,,N,N,Y,198.1.84.88,Y,US,Provo,40.2181/-111.6133
youtubefreeproxy.com,198575,,,youtubefreeproxy.com,198575,,,N,Y,N,192.110.165.94,N,US,Mesquite,36.7889/-114.1431
searchmarketing.com,198692,,,searchmarketing.com,198692,,,N,N,Y,216.27.89.28,Y,US,Cary,35.7915/-78.7811
onlineatnsb.com,198704,,,onlineatnsb.com,198704,,,N,N,Y,69.49.150.134,Y,US,South Paris,44.2438/-70.4905
malibumembers.com,198708,,,malibumembers.com,198708,,,N,N,Y,173.84.32.144,Y,US,Bluefield,37.2942/-81.1832
isuzu.co.jp,198738,,,isuzu.co.jp,198738,,,N,N,Y,61.193.164.195,Y,JP,None,35.69/139.69
www.realistclassic.com,,,,realistclassic.com,198751,,,N,N,Y,69.87.9.56,Y,US,Poway,32.9775/-117.0232
theaustralianshepherd.net,198767,,,theaustralianshepherd.net,198767,,,N,N,Y,184.173.222.66,Y,US,Houston,29.7523/-95.367
bch.hn,198855,,,bch.hn,198855,,,N,N,P,65.167.30.69,Y,HN,None,15.0/-86.5
,,,,,,,,,,,65.167.30.68,N,HN,None,15.0/-86.5
,,,,,,,,,,,65.167.30.66,N,HN,None,15.0/-86.5
,,,,,,,,,,,190.109.198.18,N,HN,Tegucigalpa,14.1/-87.2167
zencart.com,198903,,,zencart.com,198903,,,N,N,Y,75.126.209.10,Y,US,Dallas,32.9299/-96.8353
kia.com.br,198927,,,kia.com.br,198927,,,N,N,Y,109.201.133.168,Y,NL,Rozendaal,52.0074/5.9654
,,,,,,,,,,,91.230.195.150,Y,BG,None,43.0/25.0
beachfrontbroll.com,198953,,,beachfrontbroll.com,198953,,,N,N,P,50.63.202.23,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.32.21,N,US,Mountain View,37.4192/-122.0574
web-komp.eu,198987,,,web-komp.eu,198987,,,N,N,Y,178.19.104.18,Y,PL,Tarnowskie Gory,50.4485/18.8515
completelounge.com,198992,,,completelounge.com,198992,,,N,Y,N,,,,,
hapag-lloyd.com,199012,,,hapag-lloyd.com,199012,,,N,N,Y,193.17.48.201,Y,DE,Hamburg,53.55/10.0
www.nexthook.com,,,,nexthook.com,199156,,,N,Y,N,67.227.254.3,N,US,Lansing,42.7257/-84.636
rapidshare.de,199205,,,rapidshare.de,199205,,,N,N,Y,80.239.220.3,Y,None,None,47.0/8.0
wrestlingarabic.com,199261,,,wrestlingarabic.com,199261,,,N,N,P,184.168.221.4,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
tranzila.com,199346,,,tranzila.com,199346,,,N,N,Y,80.244.168.112,Y,IL,None,31.5/34.75
ambernicoleblog.com,199353,,,ambernicoleblog.com,199353,,,N,N,Y,184.168.221.29,Y,US,Scottsdale,33.6119/-111.8906
pressindex.com,199368,,,pressindex.com,199368,,,N,N,Y,217.74.108.131,Y,FR,None,48.86/2.35
www.auz.net,,,,auz.net,199386,,,N,N,Y,203.36.226.12,Y,AU,None,-27.0/133.0
playpark.net,199416,,,playpark.net,199416,,,N,N,Y,121.52.204.199,Y,SG,None,1.3667/103.8
g1tc.co.jp,199423,,,g1tc.co.jp,199423,,,N,N,Y,211.129.14.52,Y,JP,None,35.69/139.69
99real.com,199509,,,99real.com,199509,,,N,N,Y,175.100.206.158,Y,HK,None,22.25/114.1667
olivebrandresponse.com,199530,,,olivebrandresponse.com,199530,,,N,N,Y,82.165.178.72,Y,DE,None,51.0/9.0
mass.mn,199581,,,mass.mn,199581,,,N,N,Y,183.177.102.82,Y,MN,None,46.0/105.0
hdskin.com,199589,,,hdskin.com,199589,,,N,N,Y,98.126.45.75,Y,US,Orange,33.8138/-117.7986
interscope.com,199607,,,interscope.com,199607,,,N,N,P,199.83.129.61,Y,US,Los Angeles,34.0522/-118.2437
,,,,,,,,,,,199.83.131.246,N,US,Dover,39.1588/-75.4941
cancerdemama.com.br,199678,,,cancerdemama.com.br,199678,,,N,N,Y,200.219.245.192,Y,BR,None,-10.0/-55.0
mt2.in,199728,,,mt2.in,199728,,,N,N,Y,183.77.250.40,Y,JP,Tokyo,35.685/139.7514
mocom.tv,199731,,,mocom.tv,199731,,,N,N,Y,202.32.200.19,Y,JP,None,35.69/139.69
www.byethost5.com,,,,byethost5.com,199774,,,N,N,Y,199.59.243.108,Y,US,New York,40.7391/-73.9826
,,,,,,,,,,,199.59.243.109,Y,US,New York,40.7391/-73.9826
,,,,,,,,,,,199.59.243.106,Y,US,New York,40.7391/-73.9826
,,,,,,,,,,,199.59.243.105,Y,US,New York,40.7391/-73.9826
,,,,,,,,,,,199.59.243.107,Y,US,New York,40.7391/-73.9826
sledcomrf.ru,199866,,,sledcomrf.ru,199866,,,N,N,Y,5.9.101.169,Y,DE,None,51.0/9.0
smud.org,199867,,,smud.org,199867,,,N,N,Y,216.243.74.65,Y,US,Andover,42.6489/-71.1655
ttct.edu.tw,199889,,,ttct.edu.tw,199889,,,N,N,Y,210.240.125.23,Y,TW,None,23.5/121.0
tbroc.gov.tw,199898,,,tbroc.gov.tw,199898,,,N,N,Y,61.60.100.251,Y,TW,Taipei,25.0392/121.525
fcc.org.br,199943,,,fcc.org.br,199943,,,N,N,Y,200.195.247.67,Y,BR,None,-10.0/-55.0
thecoffeeshopblog.com,199983,,,thecoffeeshopblog.com,199983,,,N,N,Y,184.168.221.7,Y,US,Scottsdale,33.6119/-111.8906
mecha.cc,200007,,,mecha.cc,200007,,,N,N,Y,122.218.160.84,Y,JP,Tokyo,35.685/139.7514
forextradingcurrencyworld.com,200013,,,forextradingcurrencyworld.com,200013,,,N,N,Y,97.74.215.14,Y,US,Scottsdale,33.6119/-111.8906
www.fullstart.com,,,,fullstart.com,200017,,,N,N,P,198.41.185.56,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.184.56,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.187.56,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.191.55,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.186.56,N,US,San Francisco,37.7697/-122.3933
iitbbs.ac.in,200037,,,iitbbs.ac.in,200037,,,N,N,Y,14.139.195.5,Y,IN,Bhubaneswar,20.2333/85.8333
numeroscop.ru,200044,,,numeroscop.ru,200044,,,N,N,P,90.156.201.118,Y,RU,None,60.0/100.0
,,,,,,,,,,,90.156.201.62,N,RU,None,60.0/100.0
,,,,,,,,,,,90.156.201.63,N,RU,None,60.0/100.0
,,,,,,,,,,,90.156.201.76,N,RU,None,60.0/100.0
apacer.com,200097,,,apacer.com,200097,,,N,N,Y,210.17.22.19,Y,TW,Taipei,25.0392/121.525
frmheadtotoe.com,200157,,,frmheadtotoe.com,200157,,,N,N,Y,184.168.221.25,Y,US,Scottsdale,33.6119/-111.8906
aussieproxy.info,200207,,,aussieproxy.info,200207,,,N,Y,N,96.8.114.92,N,US,Buffalo,42.9864/-78.7279
fytokomia.gr,200283,,,fytokomia.gr,200283,,,N,N,Y,209.236.113.214,Y,US,Dallas,32.8148/-96.8705
minfin.gr,200312,,,minfin.gr,200312,,,N,N,Y,195.251.109.103,Y,GR,None,39.0/22.0
www.brotips.com,,,,brotips.com,200335,,,N,N,P,174.129.23.118,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,184.73.171.204,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,107.21.95.3,N,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,50.16.215.41,N,US,Ashburn,39.0437/-77.4875
dropsheep.com,200356,,,dropsheep.com,200356,,,N,N,Y,37.252.127.246,Y,NL,None,52.5/5.75
chotnho.com,200482,,,chotnho.com,200482,,,N,N,Y,184.168.221.18,Y,US,Scottsdale,33.6119/-111.8906
shippingapis.com,200557,,,shippingapis.com,200557,,,N,N,Y,56.0.134.46,Y,US,Raleigh,35.7977/-78.6253
spaceotechnologies.com,200567,,,spaceotechnologies.com,200567,,,N,N,Y,108.160.156.131,Y,US,Los Angeles,34.053/-118.2642
myesalon.com,200583,,,myesalon.com,200583,,,N,N,Y,184.168.86.148,Y,US,Scottsdale,33.6119/-111.8906
unanipathy.com,200653,,,unanipathy.com,200653,,,N,N,Y,69.175.94.114,Y,US,Chicago,41.8876/-87.6368
tanzanianewz.com,200667,,,tanzanianewz.com,200667,,,N,N,Y,184.168.221.13,Y,US,Scottsdale,33.6119/-111.8906
bookbrowse.com,200685,,,bookbrowse.com,200685,,,N,Y,N,209.164.7.50,N,US,Denver,39.7525/-104.9995
slice.com,200746,,,slice.com,200746,,,N,N,Y,184.168.221.31,Y,US,Scottsdale,33.6119/-111.8906
textunique.com,200804,,,textunique.com,200804,,,N,N,Y,194.28.172.172,Y,UA,Vinnytsya,49.2328/28.481
mncshop.co.id,200819,,,mncshop.co.id,200819,,,N,N,Y,103.7.1.237,Y,ID,None,-5.0/120.0
rideaux-liege.com,200822,,,rideaux-liege.com,200822,,,N,N,Y,46.105.125.203,Y,FR,None,48.86/2.35
tulipfestival.org,200824,,,tulipfestival.org,200824,,,N,N,Y,72.249.61.234,Y,US,St Louis,38.6143/-90.4444
www.lexdir.com,,,,lexdir.com,200894,,,N,N,P,107.21.105.64,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,50.16.215.41,N,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,50.16.215.20,N,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,107.22.233.251,N,US,Ashburn,39.0437/-77.4875
applypanonline.com,200915,,,applypanonline.com,200915,,,N,N,Y,103.247.98.97,Y,IN,None,20.0/77.0
citysocializer.com,200930,,,citysocializer.com,200930,,,N,N,Y,184.168.221.22,Y,US,Scottsdale,33.6119/-111.8906
cnanews.gov.tw,200959,,,cnanews.gov.tw,200959,,,N,N,Y,210.69.89.31,Y,TW,Taipei,25.0392/121.525
247zilla.com,201031,,,247zilla.com,201031,,,N,N,Y,50.28.14.188,Y,US,Lansing,42.7257/-84.636
extmovie.com,201097,,,extmovie.com,201097,,,N,N,Y,115.68.6.42,Y,KR,None,37.57/126.98
dde.pr,201134,,,dde.pr,201134,,,N,N,Y,64.185.206.170,Y,PR,None,18.25/-66.5
werathah.com,201142,,,werathah.com,201142,,,N,N,Y,67.227.162.183,Y,US,Lansing,42.7257/-84.636
resumeedge.com,201169,,,resumeedge.com,201169,,,N,N,Y,216.69.106.157,Y,US,Aurora,39.6603/-104.8438
whisperclone.com,201207,,,whisperclone.com,201207,,,N,N,Y,192.169.81.102,Y,US,Dallas,32.7791/-96.8028
araraquara.com,201273,,,araraquara.com,201273,,,N,N,Y,200.160.194.202,Y,BR,None,-10.0/-55.0
focoelho.com,201296,,,focoelho.com,201296,,,N,N,Y,74.125.95.121,Y,US,Mountain View,37.4192/-122.0574
preen.me,201386,,,preen.me,201386,,,N,N,P,184.168.221.29,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
tripple.net,201421,,,tripple.net,201421,,,N,N,P,213.229.13.160,Y,AT,None,47.3333/13.3333
,,,,,,,,,,,195.58.165.165,Y,AT,None,47.3333/13.3333
,,,,,,,,,,,195.58.165.163,Y,AT,None,47.3333/13.3333
,,,,,,,,,,,10.0.0.244,N,,,
,,,,,,,,,,,10.0.0.207,N,,,
,,,,,,,,,,,195.58.165.146,N,AT,None,47.3333/13.3333
pinoymovie2k.asia,201461,,,pinoymovie2k.asia,201461,,,N,N,Y,184.168.221.10,Y,US,Scottsdale,33.6119/-111.8906
nwservicecenter.com,201492,,,nwservicecenter.com,201492,,,N,N,Y,155.188.179.68,Y,US,Columbus,39.9653/-83.0235
shapeservices.net,201493,,,shapeservices.net,201493,,,Y,N,N,87.106.50.181,N,DE,None,51.0/9.0
dominos.gr,201565,,,dominos.gr,201565,,,N,N,Y,94.177.146.20,Y,RO,None,46.0/25.0
encuentra.com,201595,,,encuentra.com,201595,,,N,N,Y,50.28.18.8,Y,US,Lansing,42.7257/-84.636
kugoujuqing.com,201620,,,kugoujuqing.com,201620,,,N,Y,N,122.192.66.250,N,CN,Nanjing,32.0617/118.7778
50kxw.com,201643,,,50kxw.com,201643,,,N,Y,Y,103.244.151.22,Y,HK,None,22.25/114.1667
brideconnections.com,201668,,,brideconnections.com,201668,,,N,N,Y,98.124.198.1,Y,US,Kirkland,47.6727/-122.1873
dotvndns.vn,201685,,,dotvndns.vn,201685,,,N,N,Y,112.213.89.38,Y,VN,Thanh Nguyen,9.8478/106.3456
anwalt-suchservice.de,201691,,,anwalt-suchservice.de,201691,,,N,N,Y,213.203.203.146,Y,DE,None,51.0/9.0
lylemcdonald.com,201704,,,lylemcdonald.com,201704,,,N,N,Y,184.107.243.221,Y,CA,Montreal,45.5/-73.5833
siphonhighoctane.org,201718,,,siphonhighoctane.org,201718,,,N,N,Y,178.33.218.117,Y,FR,None,48.86/2.35
ehowhelp.com,201773,,,ehowhelp.com,201773,,,N,N,Y,64.74.223.74,Y,US,Atlanta,33.7516/-84.3915
5gio.com,201825,,,5gio.com,201825,,,N,N,Y,112.213.95.182,Y,VN,Thanh Nguyen,9.8478/106.3456
atlanticwavemusic.com,201826,,,atlanticwavemusic.com,201826,,,N,N,Y,91.102.68.16,Y,GB,None,51.5/-0.13
see4news.in,201902,,,see4news.in,201902,,,N,N,Y,50.63.202.9,Y,US,Scottsdale,33.6119/-111.8906
missysproductreviews.com,201939,,,missysproductreviews.com,201939,,,N,N,P,184.168.221.22,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.32.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
lightstream.com,201949,,,lightstream.com,201949,,,N,N,Y,69.43.142.229,Y,US,San Diego,32.8073/-117.1324
tadpoles.com,201950,,,tadpoles.com,201950,,,N,N,Y,184.168.221.4,Y,US,Scottsdale,33.6119/-111.8906
ebucket.co.za,202001,,,ebucket.co.za,202001,,,N,N,Y,205.234.200.112,Y,US,Chicago,41.85/-87.65
stiai.ro,202024,,,stiai.ro,202024,,,N,N,Y,86.104.13.62,Y,RO,None,46.0/25.0
flippermedia.com,202025,,,flippermedia.com,202025,,,N,N,Y,67.208.218.145,Y,US,Miami,25.7014/-80.3582
java-examples.com,202082,,,java-examples.com,202082,,,N,N,Y,64.31.12.11,Y,US,Dallas,32.7791/-96.8028
weareisrael.org,202116,,,weareisrael.org,202116,,,N,N,Y,97.79.238.33,Y,US,None,38.0/-97.0
fcps.net,202153,,,fcps.net,202153,,,N,N,Y,170.185.83.26,Y,US,Lexington,38.0159/-84.4847
namazsitesi.com,202162,,,namazsitesi.com,202162,,,N,N,Y,85.153.46.237,Y,TR,Sanayi,36.9031/30.6991
cam222.com,202169,,,cam222.com,202169,,,N,N,Y,64.187.228.106,Y,US,Wilson,35.7876/-77.9844
lampeexperten.dk,202220,,,lampeexperten.dk,202220,,,N,N,Y,130.185.133.120,Y,DK,None,56.0/10.0
tourwebring.com,202232,,,tourwebring.com,202232,,,N,N,Y,144.76.202.179,Y,DE,None,51.0/9.0
s-hosting.jp,202267,,,s-hosting.jp,202267,,,N,N,Y,210.172.144.22,Y,JP,None,35.69/139.69
russianla.com,202318,,,russianla.com,202318,,,N,N,Y,64.34.89.167,Y,US,New York,40.6888/-74.0203
sorting-algorithms.com,202333,,,sorting-algorithms.com,202333,,,N,N,Y,50.63.202.15,Y,US,Scottsdale,33.6119/-111.8906
emailarray.com,202354,,,emailarray.com,202354,,,N,N,Y,69.28.212.202,Y,US,New York,40.6888/-74.0203
5u.com,202404,,,5u.com,202404,,,N,N,Y,64.136.20.35,Y,US,None,38.0/-97.0
,,,,,,,,,,,64.136.20.44,Y,US,None,38.0/-97.0
millennialliving.com,202406,,,millennialliving.com,202406,,,N,N,Y,72.27.230.66,Y,US,Asheville,35.59/-82.5581
balkopugutasarim.com,202425,,,balkopugutasarim.com,202425,,,N,N,P,74.125.43.121,Y,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.32.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
mops.org,202599,,,mops.org,202599,,,N,N,Y,98.124.198.1,Y,US,Kirkland,47.6727/-122.1873
gerdab.ir,202602,,,gerdab.ir,202602,,,N,N,Y,5.144.131.5,Y,IR,None,32.0/53.0
therock.net.nz,202671,,,therock.net.nz,202671,,,N,Y,N,202.49.175.55,N,NZ,Auckland,-36.8667/174.7667
whitewolfpack.com,202748,,,whitewolfpack.com,202748,,,N,N,P,199.71.214.27,Y,US,Walnut,34.0115/-117.8535
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.32.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
virtuti.info,202795,,,virtuti.info,202795,,,N,N,Y,72.167.131.23,Y,US,Scottsdale,33.6119/-111.8906
wcoomd.org,202818,,,wcoomd.org,202818,,,N,N,Y,84.199.87.130,Y,BE,None,50.8333/4.0
www.pronabec.gob.pe,,,,pronabec.gob.pe,202853,,,N,N,Y,198.154.200.124,Y,US,Houston,29.8301/-95.4739
solgar.com,202881,,,solgar.com,202881,,,N,N,Y,12.35.230.171,Y,US,None,38.0/-97.0
happydealhappyday.com,202897,,,happydealhappyday.com,202897,,,N,N,Y,96.30.8.92,Y,US,Chicago,41.8745/-87.6503
isaora.com,202905,,,isaora.com,202905,,,N,N,Y,50.63.202.29,Y,US,Scottsdale,33.6119/-111.8906
tradehub.net,202924,,,tradehub.net,202924,,,N,N,Y,82.129.26.75,Y,None,None,47.0/8.0
dyn.com.ar,202937,,,dyn.com.ar,202937,,,N,N,Y,200.68.75.41,Y,AR,Buenos Aires,-34.5875/-58.6725
mayura4ever.com,202975,,,mayura4ever.com,202975,,,N,N,P,184.168.221.22,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.32.21,N,US,Mountain View,37.4192/-122.0574
livetvsport.org,202991,,,livetvsport.org,202991,,,N,N,Y,50.22.11.11,Y,US,Dallas,32.9299/-96.8353
www.bizpo.net,,,,bizpo.net,203065,,,N,N,Y,118.163.179.134,Y,TW,Taipei,25.0392/121.525
indiaflowergiftshop.com,203089,,,indiaflowergiftshop.com,203089,,,N,N,Y,182.18.175.209,Y,IN,None,20.0/77.0
kanaami.net,203110,,,kanaami.net,203110,,,N,N,Y,114.179.231.91,Y,JP,Tokyo,35.685/139.7514
skybingo.com,203117,,,skybingo.com,203117,,,N,N,Y,194.145.126.131,Y,GB,None,51.5/-0.13
proximedia.com,203123,,,proximedia.com,203123,,,N,N,P,194.88.108.66,Y,BE,None,50.8333/4.0
,,,,,,,,,,,194.88.108.68,N,BE,None,50.8333/4.0
internetfreedom.org,203152,,,internetfreedom.org,203152,,,N,N,Y,38.101.236.62,Y,US,None,38.0/-97.0
epbot.com,203164,,,epbot.com,203164,,,N,N,Y,184.168.221.7,Y,US,Scottsdale,33.6119/-111.8906
techigyaan.com,203185,,,techigyaan.com,203185,,,N,N,Y,192.249.113.39,Y,US,Los Angeles,33.9571/-118.4041
www.abmb.com.my,,,,abmb.com.my,203187,,,N,N,Y,203.121.37.72,Y,MY,Kuala Lumpur,3.1667/101.7
www.tawwat.com,,,,tawwat.com,203215,,,N,N,Y,37.59.35.31,Y,FR,None,48.86/2.35
academusportal.com.br,203250,,,academusportal.com.br,203250,,,N,N,P,187.115.165.238,Y,BR,None,-10.0/-55.0
,,,,,,,,,,,200.128.82.22,N,BR,None,-10.0/-55.0
zoonar.de,203266,,,zoonar.de,203266,,,N,N,Y,212.12.51.101,Y,DE,Wieske,52.0333/7.35
iasotea.com,203330,,,iasotea.com,203330,,,N,N,Y,50.63.202.8,Y,US,Scottsdale,33.6119/-111.8906
uss.cl,203333,,,uss.cl,203333,,,N,N,Y,200.68.28.98,Y,CL,Santiago,-33.45/-70.6667
nitdgp.ac.in,203340,,,nitdgp.ac.in,203340,,,N,N,Y,220.225.80.150,Y,IN,Mumbai,18.975/72.8258
aep.com,203437,,,aep.com,203437,,,N,N,Y,167.239.223.142,Y,US,Columbus,39.9653/-83.0235
www.alaxiu.com,,,,alaxiu.com,203444,,,N,N,P,106.187.55.158,Y,JP,None,35.69/139.69
,,,,,,,,,,,106.187.54.203,N,JP,None,35.69/139.69
datranmedia.com,203445,,,datranmedia.com,203445,,,N,N,Y,209.137.142.124,Y,US,New York,40.7588/-73.968
skoool.com.eg,203523,,,skoool.com.eg,203523,,,N,N,Y,62.140.73.208,Y,EG,None,27.0/30.0
warnermusic.com,203584,,,warnermusic.com,203584,,,N,N,Y,205.147.68.38,Y,US,Portland,45.5171/-122.6802
hentaivideoworld.com,203616,,,hentaivideoworld.com,203616,,,N,Y,N,78.140.172.74,N,NL,None,52.5/5.75
kbnet.com.mk,203695,,,kbnet.com.mk,203695,,,N,N,Y,217.16.74.61,Y,MK,Skopje,42.0/21.4333
ahoodie.com,203754,,,ahoodie.com,203754,,,N,N,Y,72.29.69.243,Y,US,Orlando,28.5445/-81.3706
www.inlineanet.it,,,,inlineanet.it,203756,,,N,N,Y,81.21.130.65,Y,IT,Milan,45.4667/9.2
chigharib.com,203757,,,chigharib.com,203757,,,N,N,Y,173.201.209.128,Y,US,Scottsdale,33.6119/-111.8906
auto-graphics.com,203810,,,auto-graphics.com,203810,,,N,N,P,208.193.119.133,Y,US,None,38.0/-97.0
,,,,,,,,,,,208.193.119.121,Y,US,None,38.0/-97.0
,,,,,,,,,,,208.193.119.20,Y,US,None,38.0/-97.0
,,,,,,,,,,,192.168.101.101,N,,,
,,,,,,,,,,,192.168.101.102,N,,,
,,,,,,,,,,,208.193.119.3,N,US,None,38.0/-97.0
pagodao24horas.com,203822,,,pagodao24horas.com,203822,,,N,N,P,74.125.113.121,Y,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.32.21,N,US,Mountain View,37.4192/-122.0574
ligadasnovinhas.com,203856,,,ligadasnovinhas.com,203856,,,N,N,Y,173.198.222.76,Y,US,Latham,42.7526/-73.7804
nspcc.org.uk,203859,,,nspcc.org.uk,203859,,,N,N,Y,94.31.13.95,Y,GB,None,51.5/-0.13
acara-acara.com,203993,,,acara-acara.com,203993,,,N,N,Y,118.91.130.41,Y,ID,None,-5.0/120.0
wyzostart.com,204000,,,wyzostart.com,204000,,,N,N,P,207.44.244.117,Y,US,Houston,29.7523/-95.367
,,,,,,,,,,,64.34.164.16,N,US,Herndon,38.9266/-77.3936
usenethub.com,204011,,,usenethub.com,204011,,,N,N,Y,95.211.195.249,Y,NL,Amsterdam,52.35/4.9167
mathhelpplanet.com,204046,,,mathhelpplanet.com,204046,,,N,N,Y,85.25.176.203,Y,DE,None,51.0/9.0
lojatemporaria.com,204056,,,lojatemporaria.com,204056,,,N,N,Y,200.98.196.2,Y,BR,None,-10.0/-55.0
rael.org,204075,,,rael.org,204075,,,Y,Y,N,67.228.246.10,N,US,Dallas,32.9299/-96.8353
gdocs.com,204109,,,gdocs.com,204109,,,N,N,Y,50.57.21.26,Y,US,San Antonio,29.4889/-98.3987
eutelia.it,204181,,,eutelia.it,204181,,,N,N,Y,83.211.227.242,Y,IT,None,42.8333/12.8333
,,,,,,,,,,,62.94.10.147,Y,IT,None,42.8333/12.8333
reedalcantara.com.br,204194,,,reedalcantara.com.br,204194,,,N,N,P,189.2.157.120,Y,BR,None,-10.0/-55.0
,,,,,,,,,,,189.8.57.170,Y,BR,Ṣo Paulo,-23.4733/-46.6658
,,,,,,,,,,,213.120.210.13,N,GB,None,51.5/-0.13
luxuryshop.com,204219,,,luxuryshop.com,204219,,,N,N,Y,112.213.89.38,Y,VN,Thanh Nguyen,9.8478/106.3456
taiwan-sex.com,204280,,,taiwan-sex.com,204280,,,N,Y,N,216.18.205.213,N,US,Los Angeles,34.053/-118.2642
nday.eu,204285,,,nday.eu,204285,,,N,N,Y,46.19.137.214,Y,None,None,None/None
egovamc.com,204320,,,egovamc.com,204320,,,N,N,Y,117.239.209.2,Y,IN,None,20.0/77.0
stb.com.br,204355,,,stb.com.br,204355,,,N,N,Y,200.219.204.42,Y,BR,Guarulhos,-23.4507/-46.5262
davirbonilla.com,204414,,,davirbonilla.com,204414,,,N,N,Y,97.79.238.34,Y,US,None,38.0/-97.0
facilethings.com,204434,,,facilethings.com,204434,,,N,N,P,174.129.23.129,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,50.16.215.67,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,50.16.215.104,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,107.21.106.65,N,US,Ashburn,39.0437/-77.4875
oregonlottery.org,204436,,,oregonlottery.org,204436,,,N,N,Y,192.136.62.23,Y,US,Salem,44.9016/-122.9223
bookmarkinghost.com,204529,,,bookmarkinghost.com,204529,,,N,Y,N,66.96.147.117,N,US,Burlington,42.5051/-71.2047
daily-art.com,204606,,,daily-art.com,204606,,,N,N,Y,86.106.30.37,Y,RO,None,46.0/25.0
technodor.com,204676,,,technodor.com,204676,,,N,N,Y,108.163.255.202,Y,US,Chicago,41.8876/-87.6368
topor4ik.ru,204701,,,topor4ik.ru,204701,,,N,Y,N,91.121.107.40,N,FR,None,48.86/2.35
quicker.com,204705,,,quicker.com,204705,,,N,N,Y,81.201.108.75,Y,DE,None,51.0/9.0
diarioelcentro.cl,204719,,,diarioelcentro.cl,204719,,,N,N,Y,190.54.122.194,Y,CL,Santiago,-33.45/-70.6667
homeworkreviews.com,204815,,,homeworkreviews.com,204815,,,N,N,Y,216.194.165.170,Y,US,Los Angeles,33.9571/-118.4041
www.freeproxyserver.net,,,,freeproxyserver.net,204862,,,Y,Y,N,158.255.213.165,N,US,Chicago,41.85/-87.65
freeproxyserver.net,204862,,,freeproxyserver.net,204862,,,N,Y,N,158.255.213.165,N,US,Chicago,41.85/-87.65
